essay_id;essay_theme;discipline_name;essay_text;teacher_baho_1
3005;Хадамотҳои МГ. Вазифаҳои онҳо ҳангоми рух додани ҲФ;Мудофиаи шаҳрвандӣ; Ҳолатҳои фавқулода дар Тоҷикистон бисёр рух медиҳад. Бояд мо ҷавонон ҳамеша омода бошем барои он ки дар Ҷумҳурии Тоҷикистон ягон намуди ҳолати фавқулода рух диҳад, омода бошем. Хадамоти мудофиаи гражданиро вазифаи асосиаш омода намудани ҷавонон мебошад, барои он ки дар ҳолатҳои фавқулода бояд омода бошанд. Чунки пешвои миллат дар паёми худ гуфтаанд ки Тоҷикистон оянда дар дастӣ ҷавонон мебошад.;2
3006;Хадамотҳои МГ. Вазифаҳои онҳо ҳангоми рух додани ҲФ;Мудофиаи шаҳрвандӣ; Хадамотҳои Мудофиаи шаҳрвандӣ:   Яке аз ин хадамотҳо хадамоти ёрии таъҷилӣ мебошад, ки ҳангоми рӯҳ додани ҳодисаҳои фавқулода вазифаи онҳо зуд ба ҷои ҳодиса ҳозир шаванд ва ба ҷабрдидагон ёрии аввали тибиро расонад.  Хадамоти дигар хадамоти сӯхторхомӯшкунандагон мебошад, ки вазифаи инҳо низ ба ҷои ҳодиса зуд ҳозир шаванд ва сӯхторро хомӯш намоянд.  Хадамоти обу ҳавосанҷӣ мардумро бо обу ҳавои 1 рӯза, як ҳафтага, як моҳа хабардор мекунанд то ки мардум аз обу ҳаво эҳтиёт намоянд.;5
3007;Хадамотҳои МГ. Вазифаҳои онҳо ҳангоми рух додани ҲФ;Мудофиаи шаҳрвандӣ; Хадамоти фавқулодае, ки ҳафтаҳои охир дар кишварамон шуда гузашт бори  дигар нишон дод, ки то чи андоза хадамотҳои МГ заруранд ва боз ҳам маблағгузориҳои калон дар ин соҳа бояд кард. Хадамоти Мудофиаи Гражданӣ баъд аз Истиқлолияти Кишвари азизамон сохта шуда буд. Вазифаи ин хадамот дар он мебошад, ки дар ҳолатҳои фавқулода аз қабили заминҷунбӣ, обхезӣ, сӯхтор, яъне ҳолатҳое, ки инсон интизор нест ёрдами аввалиндараҷа гузаронидан мебошад. Аз он ҷумла эвакуатсияи аҳолӣ, хомӯҳ кардани сӯхторҳо, халос кардани одамон аз биноҳои афтида, таркишҳои химиявӣ ва ғайра ба ҳисоб меравад. Назар ба дигар кишварҳо мо бояд ба соҳаи хадамотҳои МГ зиёдтар назар афканем, чун зиёда аз 93% Тоҷикистонро кӯҳҳо ташкил дода, хатари калони заминҷунбиҳо, обхезиҳо, шусташавии роҳҳо дар кӯҳҳсорҳо шуданаш мумкин. Бисёри шаҳру ноҳияҳои кишварамон дар ҷойҳои дастнорас қарор дошта аз хадамотҳои ГР (внимание) калонро талаб мекунад. Дар ҳолати руҳ додани ҳолатҳои фавқулода бояд аввалин коре, ки карда шавад ин эвакуатсия;3
3008;Хадамотҳои МГ. Вазифаҳои онҳо ҳангоми рух додани ҲФ;Мудофиаи шаҳрвандӣ;  Хадамотҳои мудофиаи гражданӣ инҳоянд.  1.Хадамоти тиббӣ   2.Хадамоти оташфишонӣ  3.Хадамоти энергетикӣ  4.Хадамоти муҳандисӣ  5.Хадамоти химия лабораторӣ   15 хадамотҳои мудофиаи гражданӣ мавҷуд аст.   Ҳамаашон вазифаҳои махсусро доранд.;7
3009;Хатарҳои нав вобаста ба амалҳои террористӣ Новые опасности, связанные с террористическими актами;Мудофиаи шаҳрвандӣ;Хатарҳои нав ин хатарҳое террористие мебошанд, ки як намуди амалхои террористиро дар бар мегирад.;1
3010;Хатарҳои нав вобаста ба амалҳои террористӣ Новые опасности, связанные с террористическими актами;Мудофиаи шаҳрвандӣ;Терроризм это глобальная проблема в мире.в настоящий время одной из наиболее глобальная и остростояших проблем двадцать первого века. Терроризм переводятся как ужас. Экстремизм это сложная и неоднородная форма выражения. ;7
3011;Хатарҳои нав вобаста ба амалҳои террористӣ Новые опасности, связанные с террористическими актами;Мудофиаи шаҳрвандӣ;Терроризм маънои ин калима тарс,ҳарос,даҳшат,одамгарӣ,зуровари тарконидан нобуд сохтан мебошад.Имрӯзҳо дар ҷаҳон гурӯҳҳои Терроризм бо ҳар роҳу усул одамони равона карда мешавад.;2
3012;Хатарҳои нав вобаста ба амалҳои террористӣ Новые опасности, связанные с террористическими актами;Мудофиаи шаҳрвандӣ;Мудофиаи гражданӣ маҷмӯи чорабиниҳои умумидавлатии мурофиавии ва муҳофизатие мебошад ки баҳри ҳимояи аҳолӣ иқтисодиёт ва қаламрави Ҷумҳурии Тоҷикистон то оғоз ва ҳангоми сар задани амалиётҳои ҷангӣ равона мегардад. Моддаи 1и қонуни Ҷумҳурии Тоҷикистон дар бораи мудофиаи граждани ё дигар тариқ изҳорнамои ҳолатҳои фавқулода вазифаҳоест,ки дар ҳудуди муайян дар ҳудуди дар натиҷаи садамаҳо зуҳуроти табии хатарнок фалокатҳо офатҳои табиӣ ва дигар офатҳо ба вуқӯъ омада ба талаботи ҷонӣ зарар ба сатҳи одамон мерасонанд;5
3013;Хатарҳои нав вобаста ба амалҳои террористӣ Новые опасности, связанные с террористическими актами;Мудофиаи шаҳрвандӣ;Есть два типа чрезвычайных ситуаций.  1.натуральный  2.техногенный  Стихийные бедствия, землетрясения, наводнения, сели, лавины, лесные пожары, скалы с гор и так далее.  Техногенно фабрики созданы руками человека.  Невозможно предсказать стихийные бедствия.  Техногенные чрезвычайные ситуации не осуществлялись самими людьми во время стихийных бедствий.  В европейских странах очень много чрезвычайных ситуаций.;6
3014;Хатарҳои нав вобаста ба амалҳои террористӣ Новые опасности, связанные с террористическими актами;Мудофиаи шаҳрвандӣ;Гражданская оборона-это комплекс мероприятий направленных на защиту населения до наступление чрезвычайных ситуаций.  Гражданская оборона-это система общегосударственных мероприятий направленных на защиту население территории и экономики страны до начала и вов время боевых действий Роль и задачи гражданской обороны очень важны в современное время.  Основной задачей граждан является защита своего имущества от чужих, природных и техногенных опасностей, таких как землетрясения, оползни и так далее.  В случае возникновения чрезвычайной ситуации мы должны оказать первую помощь пострадавшим и эвакуировать их в безопасное место.;5
3015;Хатарҳои нав вобаста ба амалҳои террористӣ Новые опасности, связанные с террористическими актами;Мудофиаи шаҳрвандӣ;В настоящее время существует достаточно много детективный терроризм. Терроризм-это персиупление всегда умышленно и несёт за собой много опасности. ;5
3016;Хокимияти сиёси;Сиёсатшиносӣ;"Худи сиёсат дар бисёр забонҳои дунё бо калимаи ""политология"" ифода карда мешавад. Ин истилоҳ аз забони юнонии ""politike"" - корҳои давлатӣ ва ҷамъиятӣ ва ""logos"" - илм гирифта шуда, маънояш таълимот оиди идора намудани корҳои давлатӣ ва ҷамъиятӣ мебошад. Ҳокимият бошад, ин мафҳум аз калимаи арабӣ гирифта шуда, маънояш идора намудани давлат мебошад. Ҳокимият яке аз унсурҳои асосии давлатӣ, ё худ нишонаи давлат дониста мешавад. Зери мафҳуми ҳокимият доштани ҳуқуқи бевосита нисбати идоракунии давлат фаҳмида мешавад. Ҳокимият дар давлати мо халқ идора менамояд, зеро ҳокимият дар дасти халқ қарор дорад. Бо мафҳуми мазкур демократия алоқамандӣ дорад. Ҷумҳурии Тоҷикистон давлати демократӣ буда, ин дар моддаи яки Ҷумҳурии Тоҷикистон зикр гардидааст.";8
3017;Хонадони Сомонӣ ва болоравии нуфузи сиёсии он;Таърихи халқи тоҷик; Исмоили Сомонӣ яке аз шахсони сиёсатмадор ва олимацоми давраи худ буд. Исмоили Сомонӣ дар вақти зинда будани Сомонхудот, ки ӯ ИСмоилро дӯст медошт ӯро амири Бухороэълон мекунад. Баъдтар Исмоили духтари ӯро ба ҳамсари мегирад. Исмоили Сомонӣ, ки амири Мовароуннаҳру Хуросон мешавад ислоҳотҳо мегузаронад, забони тоҷикиро забони давлатӣ мекунад. Умуман дар бахши ҳукмронии ӯ давлат мустаҳкам бабонуфуз, тинҷу осоишта мегардад. Ӯ аввалин шуда ҳуқуқи эъломияи башари Сомониён аз рӯи маълумотҳо ба девонҳо тақсимшуда буданд, ки ҳар яки онҳо вазифаи алоҳидаи худро доштанд. Кӯҳию девон мавҷуд буд. Замоне омад, ки дар мамлакат тинҷию осудагӣ ҳукмфармо буд. Давлати мустаҳкам буд, к феодалӣ равнақ ёфт. Маҳз дар ҳамин солҳо яъне аз 892 сар карда то арзи вуҷудиаш олимон, нависандагон, файласуфон намоёни олам зиндагӣ кардаанд. Се файласуфони давраи сомонӣ ин Абӯрайҳонӣ Берунӣ, Абӯ Али ибни Сино ва Хайём буданд. Қӯшунҳои сарҳадии Сомониён пурқувват набуда қувваи марказонидашудаи он мустаҳкам буд. Ҳамаи к;8
3018;Хосияти химиявӣ ва табиии об;Экология;Об;5
3019;Хосияти химиявӣ ва табиии об;Экология;"Ба хосиятхои табии ва химяви оброчунин шарҳ дода метавонем; формулаи ҳимявии об ин H2O мебошад. Ба ҳосияти  химиявии реаксияи ҳосилшавии обро мисол меорем 2H2+02-2H2O реаксияи химиявии об. Ба хосияти табии об мисол оварда метавонем захираҳои табии оби нушоки. Дар вақти реаксияи об: 2H2O+O2-2HO2 дар ҳамин холат пероксиди гуногун ҳосил мешавад.";4
3020;Хосияти химиявӣ ва табиии об;Экология;   Об дар ҳаёти рузмара мо аз зиёд бархурдор мебошад.Бидони об на инсонҳо ва на табиат зинда меноманд мо бояд ба сурати оқилона аз обҳои нушоки ва захираҳои об истифода барем . Об аз таркиб нитроген ва оксиген ба вуҷуд омадааст ки формулаи химиявии он Н2О мебошад. Об моддаи шаффоф беранг ва бебуй мебошад. Инсон бидуни об бештар аз се руз зинда намемонад.  ;6
3021;Хукм хамчун шакли тафаккур;Мантиқ;Мантиқ аз калимаи лотини грифта шуда манояш тафаккур,нутқ,гуфтор мебошад,ки аз калимаи юнони logos низ аз манояш тафаккури ҷамии,фикрони аст.      Намудхои мантиқ инҳоянд       Мантиқи деаликтикй      Мантиқи шакли       Мантиқи матиматики   мантиқ фаҳмиши онро дорад,ки Олам-Шуур-дониш алоқаманди зич дорад истилохи мантиқ дар асрҳои 10 пайдо шуда,яьне дар ҳамун давра сар карда то ба имруз фанни мантиқи ҳамчун илмми ҷомиашиносси буд,ки тарақиёти иллмҳои назарявй мантиқи як фанни муҳими меҳисобанд.Истилоҳи мантиқ дар доҳили фанҳои фалсафа меомуҳтанд.Аз дохили фанҳои назаряви баромадании фанни мантиқ як фанни мустақил пайдо шуд. ;6
3022;Хулосабарории дедуктивӣ;Мантиқ;Хулосабарории дедуктивй чунин хулосабарории ки дар натиҷа аз ҳукумҳои ибтидой буҳронй,аз рӯи зарурият бармеояд,ҳукумҳои ибтидои ----- Мантиқ аз калимаи юнони гирифта шуда молияи баёни фикри мебошад.хулосабарории дедуктивй 2000 сол пеш кашфиёт пайдо шудааст.хулосабарории дедуктивй мешавад. Бавосита  Бевосита ;2
3023;Хулосабарории дедуктивӣ;Мантиқ;Хулосабарории дедиктивӣ ин хулосабарории пурра мебошад, ки барои хулоса баҳам пурраи шахс ё ягон чиз лозим аст. ;4
3024;Хулосабарории дедуктивӣ;Мантиқ;Хулосабарори яьне баён кардани фикри охиринро мефахмонанд.мисол аз байни як ё якчанд фикрхо омуха баромада фикрохо охирини худро яьне хулосаи худро баён менамойм.Ҳулосабарорихо ду хел мешавад: 1).Хулосабарориҳои дидуктивй  2).Хулосабарориҳои индуктивй Ба хулосабарори дидуктивй аз сохаи иқтисоди мисол орем:фанни буҷет як фанни алохида, бахисобширии молиявй як фанни алохида,андоз як фанни алохида дар ҷамь як фанни иқтисодиро мефаҳмонанд. Дедуксия аз чизхои алоҳида якии дар ҷамь як фиккри томро тамь ба ҳамдигар вобаста мебошад.Ба ҳулосабапории ин индиктуви аз даруни якеи обькташро гирифта таҳлил намояд индуксия мебошад.мисол аз буҷет давлатий аз даромад ва ҳараҷот иборат мебошад.Агар фақат даромад буҷет ё ҳараҷоташро тахлил намойм хулосабарории индуктиви мебошад.;5
3025;Хулосабарории дедуктивӣ;Мантиқ;Хулосабарорӣ ин баён намудани ақидаҳои худ ва дигарон мебошад. Хулосабарорӣ дедиктивӣ 2 хел мешавад пӯшида ва кушода. Хулосабарорӣ аз муқаддима ва хулосаи умуми мебошад. Хулосабарорӣ мисол:1 ;4
3026;Хулосабарории дедуктивӣ;Мантиқ;Нақша: 1. Ҳукм 2. Намудҳои ҳукм 3. Ҳукм аз рӯи назарияи ҷумлаи амри ягон шахс гуфташудааст. Ҳукм ба ду намуд тақсим мешавад. Ҳукми содда, ки аз ҷумлаи содда ва аз як ҳукм (амр) иборат аст, ҳукм содда номида мешавад. Ҳукми мураккаб ки дар ҷумлаи мураккаби мураккаб якчанд ҳукмҳои гуфташудааст ҳукми мураккаб номида мешавад. ;4
3027;Хулосабарории индуктивӣ;Мантиқ;Хулосабарорӣ индуктиви ин хулосае, ки як-як хулоса мебарорад. Масалан хулосаи индуктиви ногаҳон ба фикр меафтад инро хулосабароии индуктиви номида мешавад. Мантиқ аз забони арабӣ гирифта шудааст маънояш нутқ ё забон аст. Ин илмест ки қонунхои тафаккур ва шаклҳои онро тадқиқ менамояд. Мантиқ дар асри 4 то милод пайдо шудааст. Асосгузори он файласуфи Юнони қадим Арасту аввалин шуда қонун ва шаклҳои тафаккурро тадқиқ намуд.;3
3028;Хулосабарории индуктивӣ;Мантиқ;Хулосабарорӣ индуктиви гуфта хулосабарорӣ мефаҳмонад,ки ин дар байни ҷамъият ба вуҷуд меояд. Бояд дар байни ҷамъият ҳамаи халқ фаъолона  рафтор намоянд. Дар ин намуди хулосабарорӣ бояд фикрҳо ба ҳам алоқаманд бошанд ва ба як мақсади муайяни биёянд. Мисол:дар байни донишҷӯён як мавзӯъ дорои баҳси заиёд мебошад,ки дар охир ин баҳсу мунозираҳо фикрҳо ба ҳам монанд баромада ба хулосаи индуктиви мубаддал мешавад.;6
3029;Хулосабарории индуктивӣ;Мантиқ;Мегтиқ аз калимаи лотини гирифта шуда манояш суҳан гуфтан рафтор мибошанд.Асосгузори илми мантиқ арасту мебошад. ИЛМИ МАНТИҚ ДАР АСРИ 4 пеш аз  милод вуҷуд омадаст.Ҳулосабарори ин ҳангоми ҳулосабарори кардан худро байон кардан хулоса микунанд. Агар бо мисоли худро байон кунеим дар бораи ягон чиз сухан кунем нависим дар охири хулоса худро байон микунанд.;3
3030;Хулосабарории индуктивӣ;Мантиқ;Мантиқ аз калимаи юнони гирифта шуда маънояш нутқ сухан фикр мебошад. Аввалин маротиба дар асри 4 пеш аз милод Арасту асос гузоштааст. Мақсади асоси мантиқ ин муайян кардани ҳақиқат ва қабул намудани хулоса мебошад. Ҳақиқат ин инъикоси дурусти ҳодиса ё воқеъа дар шуури инсон мебошад. Хулоса ин натиҷаи охирини баҳсу мунозира мебошад. Яке аз хулосабарорӣ ин хулосабарорӣ индуктиви мебошад. Масалан мо ба як қисм ё ашё предмет дар намуди зоҳириаш хулоса мебарорем мисол шуда метавонад. Дар донишгоҳи ДПДТТ 4 факултет мавҷуд аст. Дар ин ҷо мо комҳои онҳоро дар алоҳидагӣ нею дар умум хулоса қабул кардем.;7
3031;Хулосабарории индуктиви (Индуктивное умозаключение);Мантиқ;"Мантиқ аз калимаи юнони гирифта шуда манояш ,,нуқта "" ё ,,забон "" аст.Ин илмист, ки қонунҳои тафаккур ва шаклхои онро татқиқ менамояд.Мантиқ дар асри 4 то милод пайдо шудааст.Асосгузори он фаеласуфи Юнони қадим арасту ба ҳисоб миравад. Хулосабарори чунин шакли тафакурист,ки дар вай аз як ё якчанд мухокимаҳои мантиқи алоҳида ҳамгуна ҳулоса мухокимом нав бароварда,дониш аз чизи малум ба чизи номалум мегузарад.Дар ҳулосабарори индуктиви ба ёри ақил аз бази мухокимаҳои малум мухокимаи нав бароварда мешавад.Ҳар як ҳулосабарори аз муқаддима ва ҳулоса иборат аст.ҳулосабарорй ба 2 намуд ҷудо карда мешавад.Ҳулосабарорй дедуктиви ва индуктиви .Дар ҳулосабарории индуктивй дониши нави хулосави аз он иборат аст,ки дар ин ҷо ашёхо дорои нишонаи фарди ё ҷузи,ки бо муқаддимаҳо ифода ёфтаанд,ки бо муқадимаҳо ифода ёфтанд,дар хулоса да ашёҳои мегузаранд,ки онҳо дарои нишонаи умуми мебошад.Индуктиви яке аз омилҳои муҳими ташакули қонунҳо илм ба шумор меравад.";4
3032;Хулосабарории индуктиви (Индуктивное умозаключение);Мантиқ;Логика-это наука о правильном мымиление человика.Первыим основателние был апрестател,правелное мешлиние человека везеть везде. Индуктивное умазаклучене это талант человека .Человика каторый слушаеть чего либо и раскажет своё минини ратка и ясно это входит в правелноом мыелиние человеа всё это входить в логину.;3
3033;Хулосабарории индуктивӣ (пурра ва нопурра);Мантиқ;Хулосабарориҳо якчанд намуд мебошад. Хулосабарориҳо ситолаша аксиомаи ситолагй,дедуксия ва индуксияи пкроа нопура мебошад.Хулосабарориҳои индуктивй пура ин як чизеро пура омухтан мебошад.масалан би корхона таҷрибаомузи меравад.Таҷрибаомӯз ага пура ба корхои муҳосибот инсон шуда онро нагз дарк кунад аз ин мебарорад,ки хулосабарори индуктивй пурра мебошад. Хулосаюарорй индуктивии нопура ин як чизиро пурра аз худнакарда бошад онгох хулосабарории индуктивии нопура мешавад.Масалан,донишу китоби Бохисобгири молиявйро ки аз 8 боб иборат аст,донишҷу 4 боришро асер аз худ кунад онгоҳ ҳулосабарории индуктивии нопура мебошад. Агар донишҷу барномаи бухгалтириро пура аз худ кунад хулосабарории индуктивии пурра мебошад.Агар донишу барномаи 1с мухосибир қисман аз ҳуд кунад он гоҳ хулосабарории индуктивии нопура мебошад.;6
3034;Хулосабарории индуктивӣ (пурра ва нопурра);Мантиқ;"Хулосабарории индуктивй дар фанни мантиқ ахамияти калон дорад. Хулосабарори индуктивии пура аз абьект ва предмит иборат мебошад, ки онҳо ҷумларо пурра мигардонад. Хулосабарори индуктивии ноппура низ аз обьект ва предмит иборат мебошад,ки онҳо ҷумларо  пурра мигардонад. Мисол:Хулосабарори индуктивии пурра; Бахор омод ва ҳамаҷо сабзу хуррам шуд. Дар ин ҷумла сухан дар барои ""баҳор"" меравад ва калимаи ""баҳор омад"" ҷумларо пурра ва ба ҳам пайваст карда истодаст,ки ин хулосабарори индуктивии пурра намуда мешавад. Мисол:хулосабарори индуктивии нопура;  Бахор омад ва ҳамаҷо,, Дар ин ҷумла хулосабарории индуктиви индуктивии нопурра шуда мешавад,ки камписхои "" сабзи хуррам шуд,ин ҷумларо пурра мигарданд.";3
3035;Хулосабарории индуктивӣ (пурра ва нопурра);Мантиқ;"Хулосабарори 2 хел мешавад. 1).пурра  2).нопурра  Хулосабарории индуктиви пурра-ин хулосабарори ки аз ҳамаи элеминт обьекти мушаҳасу мешавад,хулосабарории пурра номида мешавад. Мисол;Дар донишкардаи мо ҳаммаи омузгорони соҳибтаҷриба мибошад. Хулосабарории индуктиви нопурра-ин хулосабарори аз қисмхои обьекти мушохидашаванда хулоса бароварда мешавад, хулосабарори индуктиви нопурра номида мешавад. Мисол; Дар донишкадаи мо устод Бобоев М ва Ахмедов А сохибтаҷриба мебошад.";5
3036;Хулосабарории индуктивии пурра;Мантиқ;Индуксияро чун методи тауқиқоти илми ходими давлат лорд-консилири Ангилия ва файласуфи маьруфи ангилис Франсия Бэкон ихтироькардааст.Баьд аз дур шудан аз хизмати давлат,ӯ пурра ба корҳои иллмй машғул мешавад.ӯ ментиқ  Арастуро танкит намудан,даьво менамояд,ки хулосаи дедуктивй дониши нав метавонад, дониш навро,мегуяд,ӯ,танҳо митоди ихтиро карда ӯ индуктися дода метавонаду халос.Дертар фаеласуфи дипори ангилис Л.С.милли мидоди индуктивю бэкорон таклил медиҳад. Индуксияро гуё хулосабарории миноманд ки дар он ,дар асоси масуд будани боьзе аломат ва нишонҳои як амй,ё зухуроти ҷузьи ва дерафшави аломати онҳо дар ашё мебошад .хулоса бароварда мешавад ;7
3037;Хулосаборории дедуктиви (Дедуктивное умозаключение);Мантиқ;логическоя форма которога парантирует полученя истиного залючение приусловии одловрешнной испинойи папыток.В дедуктивнол умозаключения лижду послитали и заклучени илеет место откашение служване логеческого составляет гаеть совакупного логешко содиржания посылок;3
3038;Хуросон ва Мовароуннаҳр дар замони ҳукумати арабҳо. Бармакиён;Таърихи халқи тоҷик; Дар замонҳои ҳукмронӣ арабҳо. Бармакиён мехостан, ки араб забт карда гиранд. Бармакиён бисёри ҷойҳори аз они худ карда гирифтан буд. Хуросон ва Мовароуннаҳр дар ҳукумати арабҳо ҳукмронӣ мекарданд. Арабҳо бо бармакиён мехостанд, ки биҷанганд то ин, ки бармакиёнро аз Хуросон ва Мовароуннаҳр раҳонанд. Дар омадани арабҳо ба ҳукумати Хуросон Бармакиён бекор монданд. Баъд бармакиён ба зидди арабҳо ҷангиданд то ин, ки Хуросонро ба даст гиранд. Лекин пош хӯрданд Хуросон ва Мовароуннаҳр рафтанд ва то ҳукумат арабҳо биҷанганд то ин, ки Хуросонро ва Мовароуннаҳрро арабҳо надиҳанд. Лекин бо қаҳри бошаҳом арабҳо зидди Мовароуннаҳр ҷангида Хуросонро ва Мовароуннаҳрро даст гирифтанд яъне, ки ҳукмрони;4
3039;Хусусиятхои умуми ва фарккунандаи фарханги Шарку Гарб;Фарҳангшиносӣ;дар бораи миср  мисол аз давраи пеш пайдо шудааст. ;5
3040;Хусусиятҳои фарҳанги элиннӣ;Фарҳангшиносӣ;Калимаи фарҳанг аввалин маротиба 2700сол пеш дар китоби дини зардуштиён Авесто фовари шудааст.Фарҳангшиноси илме ки қонунияти умумии тарақиёти маданиятро ҳамчун раванди эҷод ва ҳифзи арзишҳои умуумибашари меомӯзад. Фарҳангшиноси илми гуманитари буда оид ба қонунҳои умумии рушд ва фаъолияти фарҳанг баҳс мекунад. Намояндагони илму фарҳанги Шарқу Ғарб. Рӯдакӣ, Фирдавсӣ, А.Берунӣ,А.Фаробӣ. Маданияти по пайдоиши инсон ба вуҷуд омадааст. Тамаддун зиннаи баландии ҷамъиятию таърихӣ.;3
3041;Хусусиятҳои фарҳанги эллинӣ;Фарҳангшиносӣ;Худи фарҳанг, ин илми ҷамиятшиноси. ки таърихи маърифату фалсафиро меомӯзад.Ҳар як шаҳру давлат фарҳангу маданияти худро дорад.Ҳар як намуди фарҳанг аз дигар намуди фарҳанг фарқият дорад. Фарҳанг элитӣ дар бораи фаъолияти асрҳои миёна маълумот медиҳад.Аз омӯзиши ин фарҳанг ҳар як маҳз маҳзаи маърифату шуурии худро бой месозад.Фарҳанг муҳити ва халқҳои умумибашарро меомузад. Фарҳанги элити ҳам тарзи одобу рафтор либоспуши ва ғайраро меомӯзад.;2
3042;Хусусиятҳои фарҳанги эллинӣ;Фарҳангшиносӣ;Фарҳанг дар давраи иттиҳоодий Шуравий суст ин инкишоф ёфта буд.Фарҳанг ба се бахш инкишоф ёфта буд. Дар лавраи Иттиҳоди Шуравий одамоний қадим будан Фарҳанг дар давраи пайдоиши инсон пайдо шуда аст. Фарҳанг аз калимаи арабиӣ гирифта шуда маънояш маданиятий одобу аҳлоқ мебошанд боз Фарҳанг ба се гуруҳ ҷудо мешавад. Фарҳангро боз қултура менамидан фарҳанг дар давраи Иттиҳодий Шуравий шуураи одамон ҳеле паст буд.Фарҳанг дар давраи иттиҳоодий Шуравий суст ин инкишоф ёфта буд.Фарҳанг ба се бахш инкишоф ёфта буд. Дар лавраи Иттиҳоди Шуравий одамоний қадим будан Фарҳанг дар давраи пайдоиши инсон пайдо шуда аст. Фарҳанг аз калимаи арабиӣ гирифта шуда маънояш маданиятий одобу аҳлоқ мебошанд боз Фарҳанг ба се гуруҳ ҷудо мешавад. Фарҳангро боз қултура менамидан фарҳанг дар давраи Иттиҳодий Шуравий шуураи одамон ҳеле паст буд.;6
3043;Хусусиятҳои фарҳанги эллинӣ;Фарҳангшиносӣ;Маданият давлатий Сосониён хеле бой ва гуногунроно буда.Онхо мистонҳои ки давоатий зудро ва фарҳанги пеш боранда .Шоҳи ин давлат Ардшири Бобокаи буд ва ӯ мехост ки ин давлатро мустақаҳам кунад яъне ҳамачиҳата фарҳанг илму тарбия.Соли 222 пеш аз милод тасис ёфт шоҳи Кушониён дуҳтарашро ба шавҳар медиҳад. Бад аз идро Ардишир Бобокон фарҳанги ин давлат пеш мерад ин давлат обод мекунад;3
3044;Ҳаёти ҷамъиятӣ-сиёсии ҷумҳурии дар давраи рушди ҷомеаи сотсиалистӣ;Таърихи халқи тоҷик; Ҳаёти ҷамъиятӣ-сиёсии ҷумҳурии дар давраи рушди ҷомеаи сотсиалистӣ хело ҳам рушди ҷомеаи сотсиалистӣ хело ҳам тараққиёти одамони қадим суст буданд. Дар давраи ҷамъиятӣ сиёсии вумҳуриҳо корхона, мактабҳо, клубҳо сохта истода будан корхонаҳои саноати ба кор даромада истода буд.;3
3045;Ҳаёти ҷамъиятӣ-сиёсии ҷумҳурии дар давраи рушди ҷомеаи сотсиалистӣ;Таърихи халқи тоҷик; Дар давраи рушди ҷомеаи сотсиалистӣ дар Ҷумҳурии Тоҷикистон,  хеле тараққӣ ёфта буд. Ва дигаргунсози халқ аз тарафи замин дорои ва олимону шоирон хеле рушд карда буд. Ҷомеаи сотсиалистӣ хеле инкишоф ёфта буд, ки мардум ба ҳар корҳои ҳати ҷамъиятиву сиёси амали мекарданд. Ҷомеаи сотсиалист, ки ба вазифаҳои давлати итоат мекарданд.Тарзи зиндагии мардум яъне демократ ҳам мешавад. Ҷомеа ба кори худаш баррасӣ карда метавонад ягонкас наметавонад ба кори онҳо халал расон агар ба қонуни ҷумҳурии ҷавобгӯ бошанд.;4
3046;Ҳаракати зиддишўравӣ  ва ҷанги шаҳрвандӣ дар ҳудуди Тоҷикистони Шимолӣ ва Помир;Таърихи халқи тоҷик; Сабабҳои ба вуҷуд омадани ҳаракати зиддишӯравӣ дар сарзамини имрӯза Тоҷикистони шимолӣ. Дар миёнаи соли 1918 дар сарзамини ҶМШС Туркистон тартибони Шӯравӣ ҳанӯз пурра нгардида ба муқобилияти сахт дучор шуд. Сегонаи ҳарбии оид Помир ташкил карда шуд. Ба он аз Помири Ғарбӣ Шириншоҳ Шоҳтемур аз Помири Шарқӣ Ҳусейнбоев ва аз отряди сарҳадибидуни сегона 19 сентябр баҳри дар тамоми маҳаллаҳои Кӯҳистону Бадахшон ташкил дода шуд.  Умуман ҳаракати зидди Шӯравӣ ин сарзамини имрӯзаи Тоҷикистони Шимолӣ ва Кӯҳистони Бадахшон ва Туркистонро фаро гирифт.;4
3047;Ҳаракати зиддишўравӣ дар Тоҷикистони Марказӣ ва Ҷанубӣ;Таърихи халқи тоҷик; Ҳаракати зидди шӯравӣ ва Ҷанги шаҳрвандӣ солҳои 1918-1923 дар Тоҷикистони Ҷанги аз рӯи моҳияташон озодихоҳи ва шаҳрвадӣ (гражданӣ) озодихоҳӣ ва шаҳрвандонӣ ҷудо мешавад.  Сабаби асоси дар Ҷанубӣ Тоҷикистон ба вуҷудомадани ҳаракати зидди шуравӣ. Як гурӯҳ тарафдорон сохти буржуази ва дигаре сохтори шӯравӣ.  9 марти 1917 дар Хуҷанд совети депутатҳои коргарон ва аскарон ин ҷанги хунин буд. 19 июн дад Душанбе соли 1992 то июн сари Ҷанги шаҳрвандӣ дар Тоҷикистон соли 1994 сар шуд ин ҷангро ҷанги бародаркуш ҳам меноманд.  Ин ҷанг ба Тоҷикистони 10млрд. доллари шарикои зарар овард.;4
